text,sentiment_label
The service at this restaurant is horrible! 😤 !,0
This vacation is exactly what I needed! 🏖️ 👍,4
The temperature is around 72 degrees. 📝,2
This movie was so boring! Waste of money 🎬 😞,0
Preparing dinner. Simple meal tonight. .,2
Bad news from the doctor today 😔 😞,0
This movie is absolutely fantastic! Highly recommend 🎬 ,4
Walking to the park. Nice day for exercise. .,2
Graduated today! Dreams really do come true 🎓 👍,4
Stuck in traffic again! This is frustrating 🚗 !,0
This restaurant serves the best food I've ever had 🍕 😊,4
The store opens at 9 AM and closes at 9 PM. ,2
Stuck in traffic again! This is frustrating 🚗 !,0
Feeling sick today! This medicine isn't working 🤒 !,0
Just finished my daily routine. Time for lunch. .,2
Coffee is life! Best morning routine ever ☕ 😊,4
Working on my project. Making steady progress. 📝,2
This movie was so boring! Waste of money 🎬 😔,0
The internet is so slow today! Can't get anything done 🌐 😞,0
Got rejected from my dream job! Heartbroken 💔 😔,0
My phone just died! Worst timing ever 😠 😔,0
My flight got cancelled! Ruined my plans ✈️ 😞,0
I love this new phone! It's amazing! 😍 👍,4
Preparing dinner. Simple meal tonight. .,2
This meeting was pointless! Waste of time ⏰ 😞,0
I love this new phone! It's amazing! 😍 😊,4
My phone just died! Worst timing ever 😠 !,0
Bad news from the doctor today 😔 😞,0
The store opens at 9 AM and closes at 9 PM. .,2
This restaurant serves the best food I've ever had 🍕 !,4
This meeting was pointless! Waste of time ⏰ ,0
The internet is so slow today! Can't get anything done 🌐 !,0
So excited for the weekend! Can't wait to celebrate 🎉 !,4
Just finished my daily routine. Time for lunch. ,2
The meeting is scheduled for 3 PM tomorrow. .,2
My new puppy is the cutest thing ever! 🐶 😊,4
Walking to the park. Nice day for exercise. 📝,2
Just finished my daily routine. Time for lunch. 📝,2
Computer crashed again! Lost all my work 💻 😞,0
Got the job offer! Hard work pays off 💼 ,4
This vacation is exactly what I needed! 🏖️ ,4
Just finished my workout! Feeling energized 💪 😊,4
This restaurant serves the best food I've ever had 🍕 ,4
Just had the best day ever! Feeling so blessed 🙏 👍,4
Bad news from the doctor today 😔 😔,0
My phone just died! Worst timing ever 😠 😔,0
My new puppy is the cutest thing ever! 🐶 !,4
So excited for the weekend! Can't wait to celebrate 🎉 😊,4
Walking to the park. Nice day for exercise. 📝,2
Coffee is life! Best morning routine ever ☕ 😊,4
This restaurant serves the best food I've ever had 🍕 👍,4
Working on my project. Making steady progress. .,2
Just finished my workout! Feeling energized 💪 😊,4
This movie was so boring! Waste of money 🎬 😞,0
Checking emails. Nothing urgent today. ,2
The temperature is around 72 degrees. 📝,2
The store opens at 9 AM and closes at 9 PM. ,2
The weather is okay today. Nothing special. 📝,2
Feeling sick today! This medicine isn't working 🤒 😔,0
The train arrives at platform 2 in 5 minutes. 📝,2
My flight got cancelled! Ruined my plans ✈️ 😔,0
Just had the best day ever! Feeling so blessed 🙏 !,4
Coffee is life! Best morning routine ever ☕ ,4
This weather is terrible! Can't go outside 🌧️ !,0
The news report mentions local events. .,2
The internet is so slow today! Can't get anything done 🌐 !,0
Traffic is normal for this time of day. 📝,2
My new puppy is the cutest thing ever! 🐶 ,4
This movie was so boring! Waste of money 🎬 ,0
This movie was so boring! Waste of money 🎬 !,0
Reading a book about history. Interesting facts. .,2
Making coffee for the morning. Regular routine. ,2
My new puppy is the cutest thing ever! 🐶 😊,4
The service at this restaurant is horrible! 😤 !,0
Graduated today! Dreams really do come true 🎓 ,4
This movie was so boring! Waste of money 🎬 ,0
The meeting is scheduled for 3 PM tomorrow. .,2
Just finished my daily routine. Time for lunch. ,2
The temperature is around 72 degrees. .,2
Coffee is life! Best morning routine ever ☕ ,4
The train arrives at platform 2 in 5 minutes. 📝,2
Bad news from the doctor today 😔 !,0
Beautiful weather today! Nature is incredible 🌞 ,4
This book changed my perspective on life 📚 😊,4
Bad news from the doctor today 😔 😔,0
Traffic is normal for this time of day. .,2
Traffic is normal for this time of day. 📝,2
This weather is terrible! Can't go outside 🌧️ ,0
This food tastes terrible! So disappointed 🍽️ 😞,0
So excited for the weekend! Can't wait to celebrate 🎉 👍,4
Just finished my workout! Feeling energized 💪 😊,4
Computer crashed again! Lost all my work 💻 !,0
This movie was so boring! Waste of money 🎬 😔,0
This movie was so boring! Waste of money 🎬 !,0
Just finished my workout! Feeling energized 💪 !,4
Graduated today! Dreams really do come true 🎓 !,4
The weather is okay today. Nothing special. ,2
Preparing dinner. Simple meal tonight. 📝,2
Working on my project. Making steady progress. .,2
Computer crashed again! Lost all my work 💻 😔,0
My car broke down! This will be expensive 🔧 ,0
This weather is terrible! Can't go outside 🌧️ !,0
My phone just died! Worst timing ever 😠 ,0
Checking emails. Nothing urgent today. 📝,2
The temperature is around 72 degrees. ,2
Beautiful weather today! Nature is incredible 🌞 😊,4
Computer crashed again! Lost all my work 💻 !,0
Just updated my software to the latest version. .,2
The temperature is around 72 degrees. .,2
Working on my project. Making steady progress. ,2
This vacation is exactly what I needed! 🏖️ 👍,4
The store opens at 9 AM and closes at 9 PM. ,2
This movie is absolutely fantastic! Highly recommend 🎬 !,4
This movie was so boring! Waste of money 🎬 ,0
The news report mentions local events. ,2
Just updated my software to the latest version. ,2
Computer crashed again! Lost all my work 💻 😔,0
Traffic is normal for this time of day. ,2
This restaurant serves the best food I've ever had 🍕 ,4
Preparing dinner. Simple meal tonight. .,2
Walking to the park. Nice day for exercise. 📝,2
Got rejected from my dream job! Heartbroken 💔 ,0
This book changed my perspective on life 📚 👍,4
Bad news from the doctor today 😔 😞,0
Computer crashed again! Lost all my work 💻 ,0
Beautiful weather today! Nature is incredible 🌞 !,4
Got rejected from my dream job! Heartbroken 💔 😔,0
Got rejected from my dream job! Heartbroken 💔 😔,0
The meeting is scheduled for 3 PM tomorrow. ,2
Preparing dinner. Simple meal tonight. ,2
The internet is so slow today! Can't get anything done 🌐 😞,0
My new puppy is the cutest thing ever! 🐶 😊,4
The train arrives at platform 2 in 5 minutes. ,2
The service at this restaurant is horrible! 😤 😞,0
This restaurant serves the best food I've ever had 🍕 👍,4
The train arrives at platform 2 in 5 minutes. 📝,2
Computer crashed again! Lost all my work 💻 ,0
My new puppy is the cutest thing ever! 🐶 !,4
My flight got cancelled! Ruined my plans ✈️ 😞,0
Bad news from the doctor today 😔 😔,0
The news report mentions local events. 📝,2
My car broke down! This will be expensive 🔧 ,0
My phone just died! Worst timing ever 😠 😞,0
Amazing concert tonight! Best band ever! 🎵 😊,4
Love spending time with family and friends 👨‍👩‍👧‍👦 !,4
This meeting was pointless! Waste of time ⏰ 😔,0
Love spending time with family and friends 👨‍👩‍👧‍👦 😊,4
The temperature is around 72 degrees. ,2
Coffee is life! Best morning routine ever ☕ ,4
Feeling sick today! This medicine isn't working 🤒 !,0
The meeting is scheduled for 3 PM tomorrow. 📝,2
Traffic is normal for this time of day. .,2
My phone just died! Worst timing ever 😠 😞,0
The service at this restaurant is horrible! 😤 😔,0
Just updated my software to the latest version. ,2
This vacation is exactly what I needed! 🏖️ 😊,4
Graduated today! Dreams really do come true 🎓 👍,4
The weather is okay today. Nothing special. ,2
This movie was so boring! Waste of money 🎬 😔,0
Reading a book about history. Interesting facts. .,2
Lost my wallet! This day keeps getting worse 😭 😔,0
This food tastes terrible! So disappointed 🍽️ ,0
This vacation is exactly what I needed! 🏖️ ,4
Love spending time with family and friends 👨‍👩‍👧‍👦 👍,4
The meeting is scheduled for 3 PM tomorrow. ,2
The train arrives at platform 2 in 5 minutes. ,2
Love spending time with family and friends 👨‍👩‍👧‍👦 😊,4
Computer crashed again! Lost all my work 💻 !,0
This vacation is exactly what I needed! 🏖️ 👍,4
Walking to the park. Nice day for exercise. 📝,2
Coffee is life! Best morning routine ever ☕ 😊,4
Making coffee for the morning. Regular routine. 📝,2
My car broke down! This will be expensive 🔧 ,0
The meeting is scheduled for 3 PM tomorrow. 📝,2
Just had the best day ever! Feeling so blessed 🙏 !,4
This restaurant serves the best food I've ever had 🍕 ,4
I love this new phone! It's amazing! 😍 😊,4
Got the job offer! Hard work pays off 💼 😊,4
Just finished my workout! Feeling energized 💪 !,4
Bad news from the doctor today 😔 !,0
Got the job offer! Hard work pays off 💼 !,4
Just finished my daily routine. Time for lunch. ,2
The news report mentions local events. 📝,2
Bad news from the doctor today 😔 !,0
This movie is absolutely fantastic! Highly recommend 🎬 😊,4
Preparing dinner. Simple meal tonight. ,2
Stuck in traffic again! This is frustrating 🚗 !,0
Got rejected from my dream job! Heartbroken 💔 😔,0
Graduated today! Dreams really do come true 🎓 !,4
Graduated today! Dreams really do come true 🎓 ,4
Amazing concert tonight! Best band ever! 🎵 👍,4
Stuck in traffic again! This is frustrating 🚗 ,0
This meeting was pointless! Waste of time ⏰ !,0
My car broke down! This will be expensive 🔧 !,0
This movie was so boring! Waste of money 🎬 ,0
I love this new phone! It's amazing! 😍 😊,4
Reading a book about history. Interesting facts. ,2
This weather is terrible! Can't go outside 🌧️ ,0
This book changed my perspective on life 📚 !,4
This restaurant serves the best food I've ever had 🍕 👍,4
Got rejected from my dream job! Heartbroken 💔 😔,0
Just had the best day ever! Feeling so blessed 🙏 ,4
This movie was so boring! Waste of money 🎬 😔,0
Just updated my software to the latest version. .,2
Stuck in traffic again! This is frustrating 🚗 !,0
Just finished my daily routine. Time for lunch. ,2
Just finished my workout! Feeling energized 💪 👍,4
This movie is absolutely fantastic! Highly recommend 🎬 👍,4
This meeting was pointless! Waste of time ⏰ !,0
The internet is so slow today! Can't get anything done 🌐 ,0
Lost my wallet! This day keeps getting worse 😭 !,0
Love spending time with family and friends 👨‍👩‍👧‍👦 ,4
Amazing concert tonight! Best band ever! 🎵 👍,4
So excited for the weekend! Can't wait to celebrate 🎉 ,4
My new puppy is the cutest thing ever! 🐶 👍,4
Bad news from the doctor today 😔 !,0
Working on my project. Making steady progress. ,2
The news report mentions local events. ,2
My phone just died! Worst timing ever 😠 ,0
My phone just died! Worst timing ever 😠 ,0
My new puppy is the cutest thing ever! 🐶 ,4
Just finished my daily routine. Time for lunch. 📝,2
My phone just died! Worst timing ever 😠 ,0
This vacation is exactly what I needed! 🏖️ !,4
The news report mentions local events. 📝,2
Got rejected from my dream job! Heartbroken 💔 !,0
This weather is terrible! Can't go outside 🌧️ !,0
This meeting was pointless! Waste of time ⏰ ,0
This vacation is exactly what I needed! 🏖️ 👍,4
Checking emails. Nothing urgent today. ,2
This vacation is exactly what I needed! 🏖️ 😊,4
Stuck in traffic again! This is frustrating 🚗 😔,0
This meeting was pointless! Waste of time ⏰ 😞,0
The train arrives at platform 2 in 5 minutes. .,2
Traffic is normal for this time of day. ,2
Just finished my daily routine. Time for lunch. ,2
Just updated my software to the latest version. 📝,2
Reading a book about history. Interesting facts. ,2
Computer crashed again! Lost all my work 💻 !,0
Love spending time with family and friends 👨‍👩‍👧‍👦 !,4
Preparing dinner. Simple meal tonight. ,2
My new puppy is the cutest thing ever! 🐶 ,4
Stuck in traffic again! This is frustrating 🚗 😔,0
Stuck in traffic again! This is frustrating 🚗 😞,0
The meeting is scheduled for 3 PM tomorrow. 📝,2
Coffee is life! Best morning routine ever ☕ ,4
This vacation is exactly what I needed! 🏖️ 😊,4
The news report mentions local events. 📝,2
